TargetID	ProbeID	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	 Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval
NEGATIVE	5820647	51.0252	0.9406779	57.39922	0.4435028	58.78401	0.7358757	62.08909	0.3460452	56.92859	0.6906779	59.5587	0.8036723	54.90612	0.819209	60.28054	0.4590395
NEGATIVE	5820746	66.09434	0.1341808	54.24268	0.6694915	61.43979	0.5579096	56.04605	0.7612994	61.04149	0.4011299	70.45744	0.1991525	61.08564	0.4152542	57.11592	0.6779661
NEGATIVE	5820768	64.62771	0.1963277	66.0388	0.06779661	70.47585	0.1200565	67.67737	0.1002825	61.20097	0.3926554	69.12272	0.2443503	71.27293	0.05225989	61.14838	0.3940678
NEGATIVE	5860035	61.21341	0.3531073	60.52422	0.259887	71.5876	0.09463277	68.67548	0.07909604	60.14863	0.4590395	75.73022	0.0720339	62.96767	0.3064972	63.13818	0.3036723
NEGATIVE	5860519	50.27192	0.9533898	48.20663	0.9463277	49.2856	0.9943503	59.53005	0.4915254	56.65344	0.7076271	54.9884	0.9406779	59.16341	0.5522599	50.30663	0.9590396
NEGATIVE	5860731	61.46993	0.3389831	51.62004	0.8276836	60.70565	0.6016949	54.37128	0.8276836	61.01973	0.4025424	57.46821	0.8827683	53.38259	0.8926554	54.21708	0.8361582
NEGATIVE	5870497	62.76429	0.279661	51.77544	0.8177966	67.38891	0.2274011	62.50684	0.3220339	59.76232	0.4830509	63.92577	0.5579096	61.13486	0.4081921	58.47553	0.5847458
NEGATIVE	5870605	56.29908	0.7062147	54.1832	0.6751412	60.58325	0.6087571	56.14316	0.7528248	51.75676	0.9322034	57.80782	0.8629944	56.54769	0.7245763	55.08926	0.7937853
NEGATIVE	5890564	67.308	0.1073446	68.7657	0.03531073	72.1134	0.08474576	59.08639	0.5240113	71.65347	0.04378531	68.85988	0.2683616	61.93123	0.3672316	69.0707	0.09322034
NEGATIVE	5900048	62.51723	0.2881356	64.62342	0.09180791	66.92058	0.2485876	70.98574	0.04378531	59.74104	0.4858757	71.80492	0.170904	62.7317	0.319209	61.68414	0.358757
NEGATIVE	5900114	63.88953	0.220339	64.98363	0.08474576	72.29759	0.08192091	60.96057	0.4081921	63.40987	0.2542373	66.538	0.3884181	61.36644	0.3940678	70.41023	0.07062147
NEGATIVE	5900343	55.12342	0.7768362	60.3105	0.2683616	61.80517	0.5451977	55.84908	0.7725989	60.01305	0.4689265	68.52237	0.289548	56.62174	0.720339	52.73597	0.90113
NEGATIVE	5900750	63.10001	0.2683616	57.86469	0.4138418	56.36349	0.8658192	56.46901	0.7245763	61.93402	0.3601695	64.07494	0.5466102	54.74736	0.829096	61.74281	0.3488701
NEGATIVE	5910370	59.36025	0.4816384	52.76387	0.7542373	59.02242	0.720339	66.12421	0.1596045	55.95767	0.7542373	60.09618	0.7782486	62.18359	0.3531073	54.86497	0.8079096
NEGATIVE	5960050	56.9062	0.6553673	60.7494	0.2542373	68.03355	0.1963277	52.70066	0.8912429	58.89008	0.5480226	61.989	0.6737288	57.54528	0.6694915	56.82706	0.6892655
NEGATIVE	5960092	62.2875	0.2966102	54.19075	0.6737288	63.35318	0.4420904	59.66261	0.4844633	55.53708	0.7810735	67.1683	0.3531073	58.00086	0.6426554	60.34358	0.450565
NEGATIVE	5960196	58.14701	0.5663842	51.80121	0.8163842	57.50319	0.8036723	54.28138	0.8361582	51.99219	0.9223164	60.95692	0.730226	56.02691	0.7528248	55.1548	0.789548
NEGATIVE	5960609	65.05083	0.1779661	56.8539	0.4661017	59.11848	0.7118644	62.13472	0.3403955	55.67004	0.7711864	67.27085	0.3460452	56.72355	0.7132769	66.73448	0.1525424
NEGATIVE	6020288	57.48214	0.6313559	57.80445	0.4180791	52.19821	0.9745763	54.54883	0.8220339	59.97582	0.4717514	67.55827	0.3347458	63.49486	0.2740113	63.42648	0.289548
NEGATIVE	6020300	67.12512	0.1129944	63.00447	0.1497175	70.66172	0.1144068	69.01834	0.06920904	58.85755	0.5522599	66.95227	0.3658192	69.26741	0.08898305	61.7824	0.3446328
NEGATIVE	6020553	68.30999	0.08615819	59.74084	0.2951977	69.36424	0.1539548	62.82134	0.3036723	64.95013	0.1920904	67.38614	0.3418079	60.79999	0.4364407	67.97237	0.1214689
NEGATIVE	6020674	60.25648	0.4152542	56.45272	0.5056497	54.67854	0.9322034	55.39433	0.789548	61.41621	0.3827684	64.93403	0.4774011	54.68098	0.8319209	55.05843	0.7951977
NEGATIVE	6040390	55.82109	0.730226	49.41841	0.9166667	60.32165	0.6313559	51.52188	0.9279661	59.22804	0.5324859	63.57988	0.5776836	53.84058	0.8601695	51.26951	0.9420904
NEGATIVE	6040400	51.09774	0.9364407	54.31013	0.6652542	56.10382	0.8841808	58.55628	0.5677966	52.16627	0.9180791	63.71378	0.5663842	54.59462	0.8347458	57.2719	0.6652542
NEGATIVE	6040546	61.5612	0.3361582	63.66034	0.1186441	65.58772	0.3361582	57.97873	0.6045198	59.41336	0.5183616	64.98918	0.4745763	66.47131	0.1525424	61.08395	0.3997175
NEGATIVE	6040703	54.11465	0.8305085	60.11055	0.2782486	61.37159	0.5649717	51.78371	0.9194915	52.39794	0.9138418	57.38615	0.8898305	58.48341	0.6073446	55.22243	0.7838983
NEGATIVE	6060187	62.22428	0.299435	53.137	0.7288136	66.53756	0.2740113	68.67259	0.08050848	67.31633	0.1214689	66.1805	0.4081921	62.99777	0.3036723	66.87614	0.1483051
NEGATIVE	6060392	62.9543	0.2754237	62.73827	0.1553672	64.88398	0.3573446	68.16654	0.09039548	63.01598	0.2754237	67.62332	0.3319209	65.80769	0.1694915	59.70259	0.4957627
NEGATIVE	6060528	59.90323	0.440678	64.30169	0.1002825	65.89213	0.3107345	60.42979	0.4322034	55.75097	0.7683616	73.32241	0.1101695	60.47906	0.460452	58.93665	0.5480226
NEGATIVE	6100241	56.62134	0.670904	63.59146	0.1257062	65.83149	0.3177966	55.21743	0.799435	57.38994	0.6652542	53.98529	0.9618644	59.90644	0.5028248	58.64093	0.5706215
NEGATIVE	6100468	62.63722	0.2838983	58.99886	0.3361582	53.50026	0.9576271	59.11023	0.5211864	58.38515	0.5932204	56.03563	0.9279661	62.23874	0.3516949	64.51971	0.2429378
NEGATIVE	6110170	55.03182	0.7838983	64.32011	0.09887005	58.41808	0.7612994	55.85902	0.769774	58.37608	0.5946327	69.01183	0.2542373	57.28083	0.6822034	59.14958	0.5310735
NEGATIVE	6110259	57.77277	0.6002825	56.66134	0.4872881	67.5866	0.2189265	58.54769	0.569209	59.32832	0.5254237	57.93494	0.8559322	50.94773	0.9435028	53.06567	0.8912429
NEGATIVE	6110482	53.64177	0.8601695	46.90593	0.9759887	59.41204	0.6906779	49.62948	0.9632769	49.05903	0.9788136	53.70079	0.9661017	56.07655	0.7485875	51.61884	0.9364407
NEGATIVE	6110487	64.94519	0.1864407	58.68059	0.3615819	57.5174	0.8022599	66.35176	0.1497175	63.95298	0.2288136	70.08811	0.2090396	50.60476	0.950565	58.06646	0.6115819
NEGATIVE	6130026	60.36027	0.4067796	57.61195	0.430791	59.50095	0.6822034	58.63454	0.5550848	57.39923	0.6638418	61.72827	0.6892655	55.62418	0.7754237	59.91882	0.4844633
NEGATIVE	6130411	58.53524	0.5437853	57.26979	0.4533898	65.68568	0.3248588	55.26439	0.7951977	58.34516	0.59887	67.1555	0.3545198	69.4851	0.08333334	61.25549	0.3813559
NEGATIVE	6130564	61.87055	0.3177966	55.42283	0.5847458	66.22995	0.2937853	60.91492	0.4110169	62.68629	0.3022599	66.99847	0.3615819	67.86225	0.1172316	60.56259	0.4237288
NEGATIVE	6180176	56.34626	0.7019774	46.40406	0.9844633	65.00599	0.3545198	56.40207	0.7358757	64.22837	0.2189265	57.97865	0.8545198	60.37098	0.4689265	65.34751	0.2019774
NEGATIVE	6180240	52.1279	0.9124294	50.66228	0.8742938	64.58087	0.3785311	56.33608	0.7387006	54.64677	0.8305085	60.76633	0.7443503	59.06909	0.5593221	54.43126	0.8206215
NEGATIVE	6180440	61.69057	0.3206215	51.73872	0.8206215	59.5577	0.6737288	42.74744	1	57.51038	0.6567796	54.64715	0.9463277	52.57789	0.9152542	56.66848	0.7019774
NEGATIVE	6180450	55.47239	0.75	51.07503	0.8573446	54.75198	0.9293785	56.47795	0.7231638	52.14633	0.9194915	63.73944	0.5649717	53.48354	0.8884181	55.01814	0.7980226
NEGATIVE	6250093	54.71455	0.7937853	61.63376	0.210452	65.41635	0.3418079	64.19085	0.230226	62.35915	0.3248588	66.25806	0.3997175	58.71082	0.5889831	56.87775	0.6822034
NEGATIVE	6250386	69.45119	0.06920904	54.81397	0.6271186	67.76021	0.2090396	57.24681	0.6610169	60.91829	0.4110169	68.10384	0.3079096	58.89835	0.5734463	61.79002	0.3418079
NEGATIVE	6270014	55.73291	0.7372881	52.73341	0.7584746	56.07919	0.8855932	61.85571	0.3615819	57.08779	0.6850283	68.65276	0.279661	67.83115	0.1186441	60.45431	0.4435028
NEGATIVE	6270019	60.02241	0.4293785	52.86278	0.7471752	59.93618	0.6468927	63.23478	0.2881356	58.5903	0.579096	65.47438	0.4392655	53.1355	0.8968927	61.24573	0.3841808
NEGATIVE	6270056	58.88189	0.5155367	54.12383	0.6822034	65.87099	0.3149717	60.01154	0.450565	55.96095	0.7528248	64.70245	0.4971751	55.8891	0.7627119	59.67496	0.4971751
NEGATIVE	6270408	64.78468	0.1920904	57.98524	0.3997175	64.73769	0.3714689	62.9314	0.3008475	59.23279	0.5310735	65.32241	0.4477401	58.32349	0.6200565	55.37561	0.7711864
NEGATIVE	6280328	57.9444	0.5889831	64.45146	0.09745762	61.6102	0.549435	56.60423	0.7118644	60.83374	0.4180791	61.61006	0.6949152	60.53176	0.4576271	64.93639	0.2146893
NEGATIVE	6280470	49.97683	0.9590396	51.22866	0.8516949	51.29718	0.9872881	48.72466	0.9745763	52.66732	0.9067796	63.56504	0.5819209	50.13065	0.9590396	52.63562	0.9053673
NEGATIVE	6280612	64.4902	0.2048023	60.01653	0.2867232	61.02785	0.5861582	65.12337	0.1977401	73.28808	0.03248588	73.71629	0.1016949	65.60937	0.1737288	68.28387	0.1129944
NEGATIVE	6280692	55.94109	0.7245763	55.28862	0.5932204	58.00505	0.7810735	54.01494	0.8432204	57.34549	0.6694915	59.17229	0.8220339	53.94836	0.8573446	56.94963	0.6793785
NEGATIVE	6290133	42.73082	1	53.28857	0.7146893	53.53087	0.9562147	54.80297	0.8121469	55.64068	0.7754237	59.35724	0.8149717	44.93975	0.9957627	52.57999	0.9067796
NEGATIVE	6290356	58.84462	0.519774	60.03853	0.2838983	68.09434	0.1920904	66.88114	0.1242938	63.33964	0.2612994	65.81305	0.4223164	70.10286	0.07485875	68.34803	0.1101695
NEGATIVE	6350192	59.175	0.4943503	62.78802	0.1525424	57.4556	0.8079096	55.88609	0.7683616	55.5264	0.7824859	59.99911	0.7810735	62.26826	0.3502825	57.28219	0.6624294
NEGATIVE	6350475	62.10705	0.3064972	66.14221	0.06214689	60.08902	0.6412429	55.45436	0.7867231	66.8438	0.1299435	75.2613	0.07909604	73.76772	0.02824859	73.18223	0.04096045
NEGATIVE	6350671	64.5836	0.1977401	63.84875	0.1115819	80.42894	0.008474576	63.68354	0.2655367	65.642	0.1737288	79.23941	0.02542373	65.3422	0.1822034	62.19646	0.3333333
NEGATIVE	6370070	66.42165	0.1257062	64.0509	0.1059322	68.66828	0.170904	69.91826	0.05508475	64.09995	0.2274011	65.68066	0.4265537	64.31723	0.2231638	61.73327	0.3516949
NEGATIVE	6370309	47.56173	0.9858757	56.00451	0.5282486	66.65128	0.2655367	61.6023	0.3728814	50.94726	0.9463277	57.75385	0.8700565	59.55668	0.5211864	51.74179	0.930791
NEGATIVE	6380592	54.61491	0.8036723	51.39487	0.8418079	59.73698	0.6596045	57.05798	0.6765537	54.72774	0.8220339	62.82472	0.6186441	53.08689	0.8997175	57.17007	0.6723164
NEGATIVE	6380681	63.07154	0.269774	59.21478	0.319209	63.20238	0.450565	64.27219	0.2274011	58.63738	0.5776836	65.06304	0.470339	65.19621	0.1892655	60.01476	0.4745763
NEGATIVE	6380685	70.13927	0.06214689	62.80423	0.1511299	65.58872	0.3347458	63.94699	0.2528249	65.89392	0.161017	70.61905	0.1949152	53.57899	0.8771186	61.14598	0.3954802
NEGATIVE	6400273	58.42937	0.5522599	52.58412	0.7725989	60.21138	0.6341808	57.6637	0.6313559	60.2019	0.4576271	65.18813	0.4576271	64.31339	0.2259887	58.4591	0.5875706
NEGATIVE	6420296	60.98748	0.3714689	61.75745	0.2076271	62.98174	0.4661017	62.70546	0.3135593	58.52279	0.5847458	65.55046	0.4336158	57.57311	0.6680791	60.29773	0.4576271
NEGATIVE	6420360	55.75385	0.7344633	54.33796	0.6624294	59.66506	0.6666667	59.40842	0.5014125	64.42804	0.2118644	63.71214	0.5677966	57.43062	0.6765537	57.68009	0.6313559
NEGATIVE	6420767	56.62815	0.6694915	48.47673	0.9406779	60.93522	0.5918079	53.09197	0.8799435	57.63885	0.6468927	51.72495	0.9816384	58.09661	0.6384181	54.10956	0.8474576
NEGATIVE	6450255	53.87753	0.8474576	51.85089	0.8107345	57.92744	0.7853107	54.26342	0.8375706	50.73875	0.9519774	58.87897	0.8276836	55.37556	0.7909604	51.58263	0.9378531
NEGATIVE	6450341	81.36538	0.002824859	75.32916	0.009887005	78.99309	0.01271186	75.29137	0.01129944	87.74713	0.002824859	81.78541	0.01553672	75.95918	0.01694915	76.66239	0.01553672
NEGATIVE	6450372	58.68183	0.529661	55.49097	0.5805085	53.92526	0.950565	56.87996	0.6892655	62.10675	0.3432204	57.43417	0.8855932	52.08893	0.9180791	64.43206	0.2443503
NEGATIVE	6450482	64.95354	0.1836158	61.39989	0.230226	69.44717	0.1483051	66.51942	0.1355932	56.12128	0.7387006	66.4315	0.3940678	59.91663	0.5	59.31147	0.519774
NEGATIVE	6450682	57.03833	0.6468927	57.62029	0.4293785	54.58215	0.9364407	59.99221	0.4533898	62.59559	0.3050847	56.77511	0.9025424	50.50061	0.9533898	60.54697	0.4279661
NEGATIVE	6480022	53.29539	0.8714689	52.81577	0.7514125	63.32838	0.4435028	57.3956	0.65113	58.23857	0.6059322	63.6097	0.5748588	55.6266	0.7740113	55.60233	0.7584746
NEGATIVE	6480221	75.31568	0.01412429	65.12903	0.08050848	78.98827	0.01412429	75.44061	0.009887005	79.25327	0.01129944	79.22751	0.02683616	78.42271	0.01129944	74.0771	0.02966102
NEGATIVE	6480451	58.80827	0.5240113	69.86007	0.02542373	57.70127	0.7951977	51.13614	0.9378531	54.52603	0.8333333	62.55566	0.6355932	54.24371	0.8516949	55.49615	0.7641243
NEGATIVE	6480615	59.95217	0.4350283	62.48653	0.1680791	58.72099	0.7443503	48.35005	0.9816384	58.64837	0.5734463	71.63311	0.1751412	61.63362	0.3827684	55.11594	0.7923729
NEGATIVE	6520112	53.43563	0.8686441	54.17248	0.6765537	48.6969	0.9957627	53.40677	0.8714689	49.39912	0.9745763	60.23416	0.769774	63.66576	0.2570621	55.98854	0.7358757
NEGATIVE	6520523	65.913	0.1440678	62.34855	0.1793785	75.89116	0.03248588	63.97257	0.2485876	67.03792	0.1257062	70.45283	0.200565	58.4802	0.6087571	64.1712	0.2542373
NEGATIVE	6520646	61.14706	0.3559322	60.26699	0.2711864	65.78203	0.3220339	66.44174	0.1454802	63.56749	0.2429378	74.83636	0.08474576	68.26157	0.1087571	56.66014	0.7033898
NEGATIVE	6520661	48.73342	0.9788136	54.74692	0.6285311	56.35468	0.8686441	50.37732	0.950565	49.73626	0.9689265	57.21044	0.8968927	49.88319	0.9646893	46.95837	0.9915254
NEGATIVE	6520669	65.67636	0.1567797	54.5817	0.6412429	62.2321	0.5112994	54.0143	0.8446327	59.22262	0.5338983	69.12232	0.2457627	59.22497	0.5480226	58.65273	0.569209
NEGATIVE	6560112	57.67166	0.6172317	59.59805	0.3022599	71.10198	0.1031073	69.1889	0.06497175	66.19923	0.1511299	76.62148	0.0579096	57.9461	0.6454802	66.45914	0.1680791
NEGATIVE	6560139	70.10471	0.06355932	63.05421	0.1440678	62.78298	0.4774011	63.25853	0.2867232	66.22634	0.1497175	66.8792	0.3714689	65.43314	0.180791	63.7745	0.2669491
NEGATIVE	6560546	71.04379	0.0480226	61.76266	0.2062147	63.40064	0.4364407	71.18638	0.04096045	73.12762	0.03531073	72.04578	0.1539548	70.17352	0.0720339	74.74233	0.02542373
NEGATIVE	6560594	63.32087	0.259887	58.80188	0.3545198	66.14868	0.2980226	70.80503	0.04519774	65.33506	0.1892655	71.7494	0.1723164	71.58506	0.0480226	68.98659	0.0960452
NEGATIVE	6580082	47.42444	0.9887006	45.14779	0.9915254	62.32597	0.5056497	51.53392	0.9251412	48.16989	0.9858757	49.14684	0.9957627	60.09661	0.4887006	50.42234	0.9533898
NEGATIVE	6580301	47.71865	0.9844633	50.6586	0.8757062	57.07412	0.829096	60.75084	0.4180791	53.43787	0.8841808	57.34454	0.8926554	51.70296	0.9279661	53.39799	0.8742938
NEGATIVE	6580402	53.19157	0.8742938	58.40788	0.3827684	59.88461	0.6525424	62.02248	0.3502825	62.24288	0.3347458	58.04018	0.8516949	59.38508	0.5338983	53.35806	0.8771186
NEGATIVE	6590035	64.78714	0.190678	62.07813	0.1892655	63.56812	0.4265537	67.54974	0.1031073	75.09489	0.01977401	77.43338	0.04943503	66.03757	0.1638418	65.13345	0.2076271
NEGATIVE	6590164	56.38751	0.6963277	50.59985	0.8771186	66.42849	0.279661	62.10941	0.3432204	60.89855	0.4152542	71.89524	0.1652542	60.99798	0.4223164	60.11921	0.4675141
NEGATIVE	6590519	69.95106	0.06779661	62.29837	0.180791	68.22879	0.1878531	65.02505	0.1991525	64.46955	0.210452	73.14468	0.1115819	72.15888	0.04378531	72.64042	0.04661017
NEGATIVE	6620095	58.10419	0.5720339	61.84969	0.200565	58.01043	0.779661	58.58177	0.5621469	56.03285	0.7471752	64.71194	0.4957627	59.04619	0.5635593	54.92095	0.8050848
NEGATIVE	6620132	66.5635	0.1186441	67.79309	0.04237288	72.89692	0.0720339	67.7266	0.09745762	66.61526	0.1355932	72.92457	0.1214689	61.28432	0.3983051	65.98856	0.1822034
NEGATIVE	6620315	54.49339	0.8121469	54.15799	0.6779661	61.01857	0.5875706	58.45219	0.5762712	53.12243	0.8912429	66.74406	0.3771186	54.61918	0.8333333	56.64752	0.7048023
NEGATIVE	6620328	72.31019	0.03531073	75.60872	0.008474576	73.74196	0.05932203	74.94249	0.01412429	73.13235	0.03389831	72.94387	0.1186441	72.32755	0.03954802	75.23769	0.01977401
NEGATIVE	6620670	56.5447	0.6793785	46.78775	0.9788136	56.30064	0.8714689	53.35156	0.8757062	59.20398	0.5353107	62.94271	0.6129944	55.49119	0.7867231	61.03511	0.4011299
NEGATIVE	6650048	58.00977	0.5776836	59.04943	0.3305085	62.5264	0.4929379	58.83681	0.5451977	59.13301	0.5381356	63.10711	0.6059322	56.71834	0.7146893	63.74022	0.2740113
NEGATIVE	6650154	72.90788	0.03248588	72.54777	0.01412429	77.83659	0.01977401	67.74466	0.0960452	75.59081	0.01694915	75.36863	0.07627118	63.30962	0.2838983	67.83456	0.1228814
NEGATIVE	6650343	55.60452	0.7429379	59.00284	0.3347458	62.12514	0.5225989	61.00793	0.4053672	57.65184	0.6440678	71.24696	0.1836158	62.95117	0.3107345	60.50327	0.4322034
NEGATIVE	6650521	58.30267	0.5607345	57.58121	0.4336158	70.83253	0.1073446	61.32606	0.3870057	66.2623	0.1483051	77.32845	0.05225989	70.84711	0.06073446	69.38972	0.08474576
NEGATIVE	6660195	65.73943	0.1539548	62.41883	0.1737288	59.77389	0.6581921	72.45837	0.02259887	57.936	0.6214689	66.33366	0.3983051	57.73554	0.6581921	54.28208	0.8333333
NEGATIVE	6660204	79.27143	0.009887005	78.3418	0.004237288	93.1304	0.002824859	84.26843	0.002824859	74.89585	0.02118644	107.2297	0.002824859	81.99944	0.004237288	78.2256	0.007062147
NEGATIVE	6660491	71.02536	0.04943503	66.09547	0.06355932	80.88969	0.007062147	66.48083	0.1398305	69.95844	0.06638418	80.65877	0.02118644	69.3739	0.08615819	75.07039	0.02259887
NEGATIVE	6660500	52.76088	0.8954802	55.82044	0.549435	59.72453	0.6624294	51.01443	0.9392655	52.16819	0.9166667	52.82598	0.9731638	55.35416	0.7923729	56.6088	0.7090396
NEGATIVE	6660750	70.68884	0.05508475	60.5801	0.2570621	67.13441	0.2415254	63.99406	0.2457627	65.81022	0.1638418	69.80956	0.220339	63.6143	0.2627119	70.09389	0.07485875
NEGATIVE	6760390	52.09356	0.9152542	48.97851	0.9279661	65.89215	0.309322	64.38542	0.220339	53.29139	0.8870056	60.62983	0.7528248	59.70035	0.5155367	52.12158	0.9180791
NEGATIVE	6760703	68.03223	0.09180791	69.00883	0.03389831	73.25095	0.06214689	69.33572	0.06073446	74.17619	0.02683616	76.69519	0.05649718	68.2284	0.1101695	79.77624	0.004237288
NEGATIVE	6770376	67.30784	0.1087571	61.4643	0.2259887	73.98932	0.05367232	68.42265	0.08615819	69.79436	0.07062147	77.9822	0.04378531	71.5558	0.04943503	63.89815	0.2612994
NEGATIVE	6770411	51.39894	0.9336158	60.83505	0.2485876	62.84794	0.4717514	56.44081	0.7316384	58.34818	0.5974576	60.26621	0.7683616	61.00529	0.420904	54.41199	0.8220339
NEGATIVE	6840072	52.51249	0.8968927	60.28794	0.269774	63.39704	0.4378531	64.37401	0.2217514	62.40985	0.319209	63.30282	0.5946327	53.68599	0.8700565	64.67759	0.2330509
NEGATIVE	6840100	54.07577	0.8319209	51.55853	0.8305085	58.40062	0.7641243	59.96917	0.4562147	55.37581	0.789548	62.2558	0.6539548	51.86122	0.9265537	47.02881	0.9887006
NEGATIVE	6840170	60.65648	0.3884181	59.14881	0.3262712	62.16954	0.5169492	64.84255	0.2033898	62.0564	0.3488701	72.31394	0.1426554	58.74195	0.5861582	66.70358	0.1567797
NEGATIVE	6840259	55.38013	0.7584746	58.27686	0.3926554	55.68276	0.9053673	55.12273	0.8022599	57.88536	0.6228814	65.55114	0.4322034	66.42551	0.1553672	55.62829	0.7570621
NEGATIVE	6900017	57.5495	0.6271186	58.48669	0.3742938	60.33651	0.6271186	53.8664	0.8531073	54.476	0.8375706	60.72516	0.7485875	58.39611	0.6144068	52.20103	0.9124294
NEGATIVE	6900136	59.50486	0.4689265	63.47976	0.1313559	73.80064	0.05649718	56.5076	0.7189265	63.75014	0.2372881	64.28844	0.5254237	54.75181	0.8276836	57.3849	0.6525424
NEGATIVE	6900142	56.29857	0.7076271	54.46966	0.6539548	62.80518	0.4745763	59.33051	0.5056497	52.20884	0.9152542	63.61393	0.5734463	56.15784	0.7415254	56.15406	0.7245763
NEGATIVE	6900626	74.95583	0.02118644	74.13882	0.01129944	74.51539	0.04661017	72.91252	0.02118644	74.34724	0.02542373	75.79868	0.07062147	75.70108	0.01836158	72.81059	0.04378531
NEGATIVE	6940050	59.40865	0.4745763	54.37766	0.6596045	57.70572	0.7937853	58.46843	0.5734463	59.49445	0.5141243	62.59833	0.6327683	59.33086	0.5437853	58.0786	0.6087571
NEGATIVE	6940092	48.96501	0.9759887	41.97481	0.9971752	53.5922	0.9548023	57.9823	0.6031073	60.09883	0.4632768	65.2451	0.4533898	54.53394	0.8375706	51.75083	0.9279661
NEGATIVE	6940196	55.32197	0.7641243	53.12765	0.730226	62.55141	0.4887006	66.78479	0.1257062	60.50695	0.4322034	69.40874	0.2344633	64.46907	0.2132768	64.72067	0.230226
NEGATIVE	6940711	55.16471	0.7711864	52.39353	0.7838983	64.80111	0.3686441	46.92292	0.9943503	55.26686	0.7951977	61.03172	0.7259887	55.52391	0.7853107	57.64965	0.6327683
NEGATIVE	6980017	56.3032	0.7048023	50.22528	0.8912429	55.70983	0.9025424	50.9749	0.9420904	56.91224	0.6935028	51.45476	0.9858757	53.50567	0.8870056	42.6656	0.9985875
NEGATIVE	6980121	59.50763	0.4675141	52.59969	0.769774	61.89328	0.5367231	51.88049	0.9180791	55.37181	0.7909604	61.67412	0.6920904	54.85897	0.8206215	54.53993	0.819209
NEGATIVE	6980482	73.12502	0.03107345	63.84481	0.1129944	68.0442	0.1935028	61.28708	0.3884181	60.37523	0.4477401	65.83237	0.420904	68.79664	0.1002825	60.55789	0.4265537
NEGATIVE	6980630	52.47981	0.8997175	54.13307	0.680791	59.80091	0.6567796	51.64181	0.9223164	53.49569	0.8827683	48.58696	0.9985875	50.35994	0.9562147	52.0957	0.920904
NEGATIVE	6980746	55.09465	0.779661	55.99637	0.5338983	67.68391	0.2146893	61.54939	0.3742938	65.45093	0.1836158	66.76981	0.3757062	65.04369	0.1977401	58.63738	0.5734463
NEGATIVE	7000204	70.66957	0.05649718	59.48018	0.3036723	67.70467	0.2118644	63.53915	0.2740113	59.87626	0.4774011	64.34626	0.5211864	65.28423	0.1850283	74.3756	0.02824859
NEGATIVE	7000315	59.90243	0.4420904	57.35029	0.4491525	71.84853	0.08898305	59.85182	0.470339	58.83604	0.5564972	68.09037	0.3107345	62.18164	0.3545198	64.73726	0.2288136
NEGATIVE	7000397	60.58864	0.3940678	56.38271	0.5084746	57.04479	0.8305085	66.73212	0.1271186	57.28348	0.6751412	64.64395	0.5028248	63.15471	0.2909605	59.97463	0.4774011
NEGATIVE	7040170	50.05623	0.9548023	52.37429	0.7867231	56.5676	0.8559322	56.30137	0.7429379	61.45742	0.3799435	59.85869	0.7867231	60.93937	0.4279661	59.21589	0.5254237
NEGATIVE	7040246	59.70447	0.4548023	52.6734	0.7641243	62.59477	0.4844633	51.88601	0.9166667	64.39989	0.2132768	63.94643	0.5564972	57.10347	0.6935028	58.68245	0.5663842
NEGATIVE	7040576	59.83138	0.4463277	56.11253	0.5183616	68.61634	0.1737288	63.1738	0.2923729	63.5576	0.2443503	57.69217	0.8714689	63.39135	0.2810735	54.35706	0.829096
NEGATIVE	7040600	69.41557	0.07062147	60.25502	0.2725989	76.26479	0.03107345	76.81867	0.007062147	80.71178	0.005649718	81.7064	0.01694915	74.88751	0.0240113	76.78045	0.01412429
NEGATIVE	7050390	58.54433	0.5423729	62.5486	0.1652542	61.97493	0.5324859	56.12705	0.7542373	54.96736	0.8135593	62.05868	0.6652542	54.85762	0.8220339	60.04572	0.4717514
NEGATIVE	7050400	54.5746	0.8079096	60.90659	0.2429378	56.01171	0.8912429	52.49823	0.8940678	60.85474	0.4166667	62.47186	0.6384181	59.81736	0.5112994	62.92451	0.3149717
NEGATIVE	7050646	51.41354	0.9322034	52.32673	0.7881356	59.30408	0.7019774	46.09058	0.9985875	55.97861	0.75	56.24275	0.9194915	52.27076	0.9166667	48.90258	0.970339
NEGATIVE	7100020	45.32318	0.9971752	55.65242	0.5621469	53.60596	0.9533898	53.66972	0.8615819	45.60418	0.9971752	50.74725	0.9872881	44.70728	0.9985875	49.69619	0.9646893
NEGATIVE	7100133	58.79358	0.5268362	53.9237	0.6920904	59.34932	0.6963277	53.91548	0.8502825	59.89785	0.4759887	59.32993	0.8163842	54.82202	0.8234463	52.18269	0.9138418
