PROBE_ID	SYMBOL	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval						
ILMN_1795128	C13orf23	391.4789	0	404.5869	0	582.3868	0	405.8068	0	285.8398	0	340.8748	0	239.8964	0	347.4554	0						
ILMN_1758111	C13orf24	101.552	0	93.71711	0	118.3411	0	107.0325	0	95.6972	0.001412429	116.1342	0	100.406	0	96.6196	0.001412429						
ILMN_1726054	C13orf26	66.48135	0.1228814	56.11625	0.5169492	61.39379	0.5621469	68.02362	0.09039548	59.39925	0.519774	62.07659	0.6638418	59.81465	0.5112994	64.39287	0.2471751						
ILMN_1682774	C13orf27	193.6127	0	197.4457	0	272.8492	0	195.8322	0	120.2321	0	147.9271	0	115.9288	0	134.6017	0						
ILMN_1680178	C13orf28	59.407	0.4745763	62.21999	0.1822034	68.55991	0.1751412	68.51112	0.08333334	68.68147	0.08474576	76.43542	0.06073446	63.49949	0.2725989	65.71003	0.1920904						
ILMN_1736816	C13orf3	102.4027	0	107.7523	0	130.4763	0	107.2757	0	62.51187	0.309322	78.54786	0.03531073	68.88276	0.09887005	65.64928	0.1920904						
ILMN_1797475	C13orf30	62.62608	0.2838983	57.64651	0.4279661	59.69027	0.6624294	64.21891	0.2274011	60.11793	0.460452	70.70171	0.190678	61.09785	0.4138418	62.80661	0.3206215						
ILMN_1693431	C13orf31	66.92829	0.1158192	64.30786	0.09887005	81.93335	0.004237288	68.60223	0.08192091	77.12683	0.01271186	94.5798	0.004237288	80.5555	0.007062147	87.97307	0.001412429						
ILMN_1752547	C13orf33	81.34889	0.002824859	86.50319	0	96.56038	0.001412429	85.53699	0.001412429	119.6685	0	128.5097	0	100.8527	0	112.3093	0						
ILMN_1761486	C13orf34	197.7209	0	191.5151	0	248.2645	0	181.4597	0	95.10626	0.001412429	99.17361	0.002824859	96.16085	0.001412429	100.2079	0						
ILMN_1755882	C13orf7	88.04448	0.001412429	82.48518	0	90.88777	0.002824859	90.13277	0.001412429	72.18848	0.03813559	79.1207	0.03248588	85.69704	0.001412429	75.78197	0.01553672						
ILMN_1729976	C13orf8	497.4677	0	497.7298	0	702.5565	0	467.2487	0	360.3102	0	390.5821	0	292.0643	0	415.6779	0						
ILMN_1760613	C14orf1	82.1751	0.001412429	89.62552	0	96.35743	0.001412429	80.49855	0.002824859	94.63926	0.001412429	88.72511	0.004237288	87.80799	0.001412429	93.59026	0.001412429						
ILMN_1700276	C14orf100	359.6507	0	407.4084	0	631.7553	0	374.6215	0	288.8897	0	325.9568	0	253.5648	0	328.1535	0						
ILMN_1758093	C14orf101	72.15635	0.03531073	68.11208	0.03531073	81.23073	0.005649718	66.7495	0.1257062	65.647	0.1723164	73.5512	0.1073446	74.30235	0.02542373	77.92507	0.007062147						
ILMN_1740165	C14orf102	572.0193	0	581.6943	0	721.3525	0	610.9404	0	562.9252	0	645.0195	0	495.6276	0	590.4364	0						
ILMN_1735006	C14orf103	84.99797	0.001412429	77.34347	0.004237288	94.55535	0.001412429	74.62179	0.01553672	79.83188	0.008474576	93.15235	0.004237288	85.79163	0.001412429	85.86993	0.002824859						
ILMN_1769757	C14orf104	265.1701	0	285.2625	0	385.5613	0	240.1114	0	110.0766	0	131.1318	0	110.7618	0	122.3097	0						
ILMN_1807667	C14orf105	66.74709	0.1158192	58.04686	0.3940678	63.1389	0.4548023	63.94672	0.2528249	66.46214	0.1412429	68.37205	0.2980226	59.04252	0.5635593	55.58501	0.759887						
ILMN_1666208	C14orf106	479.0327	0	487.0522	0	659.8956	0	506.9709	0	383.0493	0	425.6027	0	324.3799	0	396.2044	0						
ILMN_1741331	C14orf108	247.3698	0	238.8143	0	337.1914	0	259.9887	0	190.0467	0	237.7342	0	181.7719	0	208.9161	0						
ILMN_1741513	C14orf11	455.4861	0	449.4241	0	739.9295	0	447.3543	0	453.291	0	546.8641	0	376.6225	0	468.9601	0						
ILMN_1706305	C14orf112	1309.224	0	1413.129	0	1879.597	0	1367.977	0	724.0455	0	863.0612	0	646.8102	0	840.2477	0						
ILMN_1779485	C14orf115	73.33591	0.02824859	65.55476	0.07344633	72.57253	0.07485875	71.8281	0.03248588	62.23142	0.3361582	78.57374	0.03531073	69.44463	0.08333334	70.52998	0.06779661						
ILMN_1731269	C14orf118	87.79987	0.001412429	77.59235	0.004237288	82.69109	0.004237288	73.86501	0.01694915	67.12593	0.1228814	79.85616	0.02259887	74.02995	0.02542373	77.9174	0.007062147						
ILMN_1699091	C14orf118	72.29816	0.03531073	68.64712	0.03531073	82.47861	0.004237288	78.2424	0.002824859	71.6092	0.04378531	82.4913	0.01129944	66.21317	0.161017	67.44959	0.1313559						
ILMN_1682102	C14orf119	59.28612	0.4858757	57.75017	0.4194915	63.52523	0.4279661	62.05533	0.3488701	65.05585	0.1892655	66.0479	0.4124294	66.99547	0.1355932	61.50576	0.3658192						
ILMN_1777708	C14orf121	70.54308	0.05649718	70.27679	0.02259887	68.87208	0.1638418	67.19093	0.1087571	64.6193	0.2033898	64.92175	0.4774011	61.51579	0.3884181	57.98013	0.6186441						
ILMN_1755677	C14orf122	151.3999	0	141.0588	0	179.7893	0	139.5504	0	87.07826	0.002824859	93.98544	0.004237288	88.75182	0.001412429	103.3196	0						
ILMN_1683779	C14orf124	81.00192	0.002824859	79.60593	0.002824859	90.58302	0.002824859	67.47716	0.1059322	73.54467	0.02824859	82.40965	0.01129944	70.51141	0.06214689	75.4032	0.01694915						
ILMN_1704238	C14orf126	76.37434	0.01271186	71.56793	0.01553672	92.25264	0.002824859	76.91787	0.005649718	70.56208	0.05367232	67.28533	0.3446328	59.76149	0.5112994	71.1758	0.06355932						
ILMN_1712748	C14orf129	249.0381	0	260.0833	0	330.7675	0	233.2204	0	203.789	0	201.2372	0	188.9157	0	216.4413	0						
ILMN_1758293	C14orf130	150.9181	0	137.168	0	169.9199	0	146.0486	0	116.3341	0	147.792	0	123.1158	0	127.1522	0						
ILMN_1667839	C14orf130	295.4399	0	301.6053	0	417.03	0	281.6579	0	336.4309	0	386.0821	0	313.0059	0	380.483	0						
ILMN_1726594	C14orf130	55.299	0.7641243	57.43184	0.440678	64.27673	0.3898305	56.82397	0.6991525	57.01727	0.6878531	73.56734	0.1073446	60.2128	0.4774011	55.33362	0.7754237						
ILMN_1777487	C14orf131	126.8128	0	112.2611	0	152.6671	0	107.8632	0	103.0092	0	128.973	0	97.73052	0.001412429	118.5822	0						
ILMN_1713744	C14orf132	114.725	0	92.38259	0	108.8885	0	93.74866	0.001412429	630.2542	0	688.6997	0	561.8317	0	800.2854	0						
ILMN_1734440	C14orf133	182.8907	0	173.6716	0	196.809	0	163.7507	0	121.0642	0	134.2059	0	117.1817	0	119.3171	0						
ILMN_1680781	C14orf135	594.2283	0	616.5717	0	956.2257	0	602.8402	0	355.3402	0	425.9824	0	323.3795	0	421.2696	0						
ILMN_1781102	C14orf138	168.97	0	176.755	0	224.8454	0	157.7858	0	161.3385	0	173.8599	0	156.0115	0	168.0464	0						
ILMN_1684357	C14orf139	63.98117	0.2189265	67.04387	0.05225989	75.64449	0.03248588	67.74537	0.09463277	149.5449	0	159.7883	0	137.5977	0	156.2155	0						
ILMN_1686043	C14orf140	103.504	0	78.01469	0.004237288	97.53656	0.001412429	82.24827	0.002824859	93.6667	0.001412429	104.1683	0.002824859	74.73179	0.0240113	89.59608	0.001412429						
ILMN_1685781	C14orf142	201.9485	0	206.9887	0	315.161	0	208.3976	0	237.1375	0	239.7905	0	197.6399	0	243.2689	0						
ILMN_1788787	C14orf143	58.83565	0.5211864	54.74104	0.6285311	60.55796	0.6129944	56.73835	0.700565	56.42739	0.720339	67.85038	0.3177966	59.82732	0.5084746	52.67983	0.9025424						
ILMN_1806825	C14orf145	84.5669	0.001412429	91.37266	0	103.993	0	101.3788	0	79.32523	0.009887005	79.52614	0.0240113	79.57298	0.008474576	84.28056	0.002824859						
ILMN_1699676	C14orf147	290.8974	0	275.2982	0	339.0951	0	260.1216	0	1004.419	0	1175.044	0	952.1053	0	1091.208	0						
ILMN_1740883	C14orf148	56.65482	0.6680791	53.45179	0.7076271	60.0097	0.6426554	58.69265	0.5536723	58.33097	0.59887	64.55582	0.509887	59.67586	0.5155367	63.00457	0.3135593						
ILMN_1667374	C14orf149	57.2701	0.6384181	72.29189	0.01412429	74.87197	0.03954802	63.73729	0.2627119	77.03543	0.01271186	79.57129	0.0240113	65.21577	0.1878531	72.39488	0.04661017						
ILMN_1729596	C14orf151	147.6725	0	150.4249	0	194.6739	0	138.7555	0	77.88895	0.01129944	79.29001	0.0240113	86.55652	0.001412429	79.8452	0.002824859						
ILMN_1762696	C14orf152	137.4152	0	137.8264	0	151.4433	0	115.6878	0	94.47704	0.001412429	110.3624	0	92.02985	0.001412429	95.2299	0.001412429						
ILMN_1662895	C14orf153	101.0921	0	88.8245	0	100.477	0	101.5171	0	79.81097	0.008474576	92.60535	0.004237288	83.07083	0.001412429	93.57477	0.001412429						
ILMN_1756721	C14orf155	63.48058	0.25	64.73621	0.08898305	64.51429	0.3827684	74.82004	0.01412429	79.52199	0.009887005	75.38478	0.07485875	66.40709	0.1553672	65.07094	0.2090396						
ILMN_1661945	C14orf156	4966.79	0	4873.76	0	6402.364	0	5071.222	0	1602.72	0	1823.929	0	1456.599	0	1764.921	0						
ILMN_1721106	C14orf159	243.2823	0	217.4751	0	259.8856	0	222.9458	0	633.517	0	747.8999	0	594.8705	0	688.3879	0						
ILMN_1762091	C14orf161	59.20961	0.4929379	51.40802	0.8389831	58.8144	0.7316384	58.5503	0.5677966	65.27063	0.1892655	67.37672	0.3418079	64.70193	0.2076271	66.03692	0.180791						
ILMN_1775121	C14orf162	61.86425	0.3177966	63.36336	0.1355932	67.74878	0.210452	64.23105	0.2274011	69.36677	0.07485875	74.54501	0.08615819	73.32614	0.02966102	66.19487	0.1779661						
ILMN_1669287	C14orf165	70.07465	0.06355932	67.08935	0.05084746	73.07666	0.06497175	71.63354	0.03531073	63.03408	0.2740113	80.71849	0.01977401	68.64645	0.1002825	76.2373	0.01553672						
ILMN_1696708	C14orf166	1153.672	0	1147.24	0	2090.582	0	1306.768	0	581.6719	0	676.7714	0	474.669	0	681.4538	0						
ILMN_1784464	C14orf166B	61.04853	0.3644068	60.07906	0.2782486	68.80363	0.1666667	71.78516	0.03248588	61.24316	0.391243	68.35687	0.299435	64.60494	0.210452	63.95893	0.2584746						
ILMN_1711543	C14orf169	177.5529	0	185.2574	0	245.203	0	175.6207	0	112.6911	0	129.0809	0	120.766	0	125.3545	0						
ILMN_1675577	C14orf172	185.9187	0	168.7783	0	213.0162	0	175.3895	0	121.8208	0	146.0782	0	122.5799	0	132.6622	0						
ILMN_1727248	C14orf173	111.8304	0	87.38718	0	113.9135	0	99.21848	0.001412429	223.0591	0	247.5306	0	230.4267	0	245.6511	0						
ILMN_1673846	C14orf173	52.91521	0.8870056	45.76852	0.9872881	56.58813	0.8545198	56.67426	0.7076271	58.89015	0.5466102	58.71362	0.8276836	54.5155	0.8375706	58.35317	0.5932204						
ILMN_1740428	C14orf174	88.72978	0.001412429	87.36246	0	97.07761	0.001412429	76.97878	0.005649718	79.89902	0.008474576	82.09111	0.01271186	74.25114	0.02542373	68.91278	0.09745762						
ILMN_1728272	C14orf177	60.8938	0.3757062	55.07555	0.6045198	59.79248	0.6567796	59.507	0.4943503	68.67173	0.08474576	63.82466	0.5621469	56.81013	0.7118644	57.26676	0.6652542						
ILMN_1687718	C14orf178	55.50089	0.7471752	57.30162	0.4491525	70.67283	0.1129944	60.3142	0.4336158	62.72784	0.2966102	65.32581	0.4463277	62.23961	0.3502825	58.5672	0.5762712						
ILMN_1756877	C14orf179	539.3204	0	568.9637	0	730.3745	0	546.7647	0	405.3989	0	437.6256	0	375.5968	0	443.0789	0						
ILMN_1652722	C14orf2	372.6986	0	392.0948	0	483.0835	0	371.4275	0	169.43	0	198.9255	0	161.8665	0	165.2797	0						
ILMN_1698085	C14orf21	93.05728	0	80.8423	0.002824859	104.8003	0	90.88513	0.001412429	77.50653	0.01271186	78.82748	0.03389831	66.30486	0.1581921	81.00954	0.002824859						
ILMN_1763603	C14orf24	80.43275	0.005649718	70.48536	0.02118644	80.01199	0.009887005	68.37568	0.08615819	104.829	0	124.176	0	96.23668	0.001412429	127.7415	0						
ILMN_1807031	C14orf28	100.2024	0	101.2663	0	128.2246	0	98.03168	0.001412429	126.5771	0	150.2834	0	121.2837	0	137.9363	0						
ILMN_1707925	C14orf29	92.27773	0	95.31936	0	114.9814	0	96.87086	0.001412429	56.73857	0.7033898	55.71053	0.9350283	62.97195	0.3036723	72.11087	0.04943503						
ILMN_1698311	C14orf29	84.11781	0.001412429	74.39997	0.009887005	85.67543	0.004237288	78.15347	0.002824859	63.46708	0.25	70.13102	0.2076271	63.49399	0.2740113	63.51955	0.2853107						
ILMN_1660894	C14orf32	690.0428	0	739.7065	0	1011.211	0	598.806	0	551.7397	0	631.1775	0	509.5967	0	604.9881	0						
ILMN_1796377	C14orf37	97.29462	0	89.36588	0	109.0751	0	97.62833	0.001412429	72.59009	0.03531073	80.29616	0.02259887	70.3091	0.06214689	73.28124	0.03813559						
ILMN_1773680	C14orf39	68.78223	0.08192091	61.58643	0.2161017	83.93829	0.004237288	57.85398	0.6115819	64.07495	0.2274011	83.31646	0.01129944	67.30772	0.1285311	67.65762	0.1271186						
ILMN_1667815	C14orf4	95.69509	0	95.89529	0	90.70406	0.002824859	98.87962	0.001412429	94.27399	0.001412429	130.5859	0	108.5777	0	112.3421	0						
ILMN_1763091	C14orf43	231.053	0	219.6422	0	292.1434	0	221.427	0	471.6747	0	579.0005	0	441.3851	0	551.0571	0						
ILMN_1688031	C14orf44	67.70274	0.09745762	57.5338	0.4336158	73.29731	0.06073446	57.33489	0.6539548	55.83855	0.7612994	64.25619	0.5310735	60.47052	0.460452	60.14671	0.4661017						
ILMN_1806456	C14orf45	136.9873	0	134.3009	0	182.6699	0	137.4875	0	140.5855	0	149.3849	0	123.5067	0	148.0917	0						
ILMN_1662800	C14orf48	73.21633	0.02966102	69.60089	0.02683616	75.61059	0.03389831	73.48158	0.01694915	87.36958	0.002824859	83.21752	0.01129944	73.51152	0.02824859	70.93636	0.06779661						
ILMN_1718925	C14orf49	68.89915	0.08050848	72.18591	0.01412429	69.32925	0.1539548	77.08471	0.005649718	77.70916	0.01271186	77.56943	0.04661017	71.78543	0.04519774	67.32049	0.1313559						
ILMN_1750229	C14orf50	76.40089	0.01271186	66.38059	0.05508475	84.85011	0.004237288	73.72366	0.01694915	67.76433	0.1101695	77.01158	0.05367232	71.09532	0.05367232	83.95863	0.002824859						
ILMN_1798547	C14orf54	61.9119	0.3135593	53.40278	0.710452	64.62561	0.3771186	57.41735	0.6483051	60.64095	0.4279661	65.83802	0.4194915	67.21138	0.1313559	57.24623	0.6680791						
ILMN_1696043	C14orf58	84.67785	0.001412429	84.63891	0	98.95902	0	87.17697	0.001412429	363.2246	0	412.3419	0	347.0101	0	381.8409	0						
ILMN_1803300	C14orf68	61.50183	0.3375706	57.2459	0.4548023	74.77386	0.04096045	66.25515	0.1553672	64.15033	0.2217514	71.75764	0.170904	59.68494	0.5155367	55.01865	0.7966102						
ILMN_1670143	C14orf70	69.61668	0.06779661	67.54769	0.04378531	70.94984	0.1045198	71.83531	0.03248588	73.71304	0.02824859	85.24603	0.009887005	77.86449	0.01129944	71.22234	0.06355932						
ILMN_1686082	C14orf79	362.2745	0	341.9561	0	398.8662	0	344.3916	0	173.1254	0	193.3443	0	170.0287	0	179.007	0						
ILMN_1658785	C14orf8	67.80678	0.09463277	68.18671	0.03531073	75.67259	0.03248588	56.73848	0.700565	66.49129	0.1398305	72.17384	0.1454802	67.19788	0.1313559	63.93557	0.2584746						
ILMN_1653553	C14orf80	279.7066	0	258.5736	0	302.4457	0	281.1502	0	237.0512	0	268.3054	0	232.2654	0	226.0436	0						
ILMN_1724897	C14orf93	333.8827	0	303.8671	0	382.0155	0	309.2233	0	223.0542	0	257.6515	0	200.7245	0	233.2607	0						
ILMN_1771003	C14orf94	250.3493	0	226.0981	0	284.9652	0	226.4449	0	517.7825	0	580.3033	0	478.5789	0	508.0542	0						
ILMN_1803489	C15orf15	1235.664	0	1238.513	0	1764.844	0	1173.335	0	938.7354	0	1115.273	0	824.9447	0	1022.125	0						
ILMN_1657744	C15orf17	388.5833	0	386.5287	0	508.1858	0	363.4891	0	331.4464	0	359.5852	0	281.571	0	345.1983	0						
ILMN_1801053	C15orf2	66.245	0.1285311	61.41395	0.2288136	69.98369	0.1271186	63.80484	0.259887	66.75153	0.1299435	67.31055	0.3446328	69.00741	0.09463277	68.08337	0.1186441						
ILMN_1737699	C15orf20	66.38607	0.1271186	54.34544	0.6610169	57.0076	0.8347458	58.89375	0.5367231	53.98888	0.8587571	68.59262	0.2838983	61.1606	0.4039548	52.36488	0.9096045						
ILMN_1696031	C15orf21	71.78033	0.03672316	59.16904	0.3248588	71.05226	0.1031073	60.5132	0.4293785	56.96896	0.6878531	72.52789	0.1355932	58.16592	0.6299435	62.57818	0.3276836						
ILMN_1693344	C15orf21	60.96208	0.3728814	61.97184	0.1920904	71.91077	0.08615819	63.95732	0.2514124	64.3586	0.2132768	64.10159	0.5437853	65.72859	0.170904	66.85627	0.1483051						
ILMN_1652008	C15orf23	117.7104	0	118.6158	0	167.5213	0	106.3956	0	67.01502	0.1257062	72.28441	0.1454802	57.36764	0.6793785	67.74287	0.1257062						
ILMN_1704633	C15orf24	278.1136	0	293.1007	0	444.0144	0	295.7894	0	329.6582	0	371.6508	0	263.3497	0	373.0112	0						
ILMN_1686373	C15orf26	71.98599	0.03531073	63.31767	0.1355932	77.09568	0.02824859	62.97036	0.299435	68.09888	0.09322034	76.72805	0.05508475	69.46582	0.08333334	68.31588	0.1115819						
ILMN_1808956	C15orf27	58.48266	0.5451977	55.60228	0.5649717	62.02362	0.5282486	63.4122	0.279661	80.3234	0.007062147	75.09234	0.07909604	71.20982	0.05367232	73.31252	0.03813559						
ILMN_1739854	C15orf29	89.98677	0.001412429	79.5821	0.002824859	110.0713	0	89.83902	0.001412429	96.21139	0.001412429	107.0711	0.002824859	86.60501	0.001412429	116.6876	0						
ILMN_1773848	C15orf32	69.8655	0.06779661	72.04998	0.01412429	77.92155	0.01836158	70.98812	0.04237288	70.01054	0.06355932	72.98067	0.1172316	69.44923	0.08333334	68.22887	0.1144068						
ILMN_1795984	C15orf33	58.4691	0.5466102	56.44736	0.5056497	69.73785	0.1341808	55.32369	0.7923729	63.7952	0.2358757	63.91043	0.5593221	62.8549	0.3135593	66.24887	0.1765537						
ILMN_1768855	C15orf37	55.60585	0.7415254	57.12517	0.4562147	58.49027	0.7570621	56.26171	0.7429379	47.82102	0.9872881	61.08419	0.7231638	52.86234	0.9053673	54.82711	0.8093221						
ILMN_1697630	C15orf38	89.97886	0.001412429	80.54887	0.002824859	100.3054	0	87.44388	0.001412429	94.41334	0.001412429	106.8666	0.002824859	87.61308	0.001412429	92.51695	0.001412429						
ILMN_1793729	C15orf39	142.7142	0	141.5238	0	174.344	0	140.1085	0	179.3316	0	214.158	0	179.4502	0	177.4009	0						
ILMN_1660585	C15orf40	79.43649	0.008474576	75.95625	0.007062147	90.45302	0.002824859	84.53759	0.001412429	76.02538	0.01553672	82.65928	0.01129944	80.03539	0.008474576	83.06638	0.002824859						
ILMN_1747217	C15orf41	112.7049	0	130.9482	0	139.954	0	121.9332	0	85.80045	0.002824859	106.8075	0.002824859	96.32809	0.001412429	83.9299	0.002824859						
ILMN_1674662	C15orf42	117.1611	0	108.2006	0	134.1603	0	105.7104	0	66.46666	0.1412429	68.44755	0.2923729	60.7096	0.4420904	63.91014	0.2584746						
ILMN_1791376	C15orf43	54.445	0.8121469	46.62159	0.9830508	58.43324	0.759887	60.67807	0.4194915	60.9783	0.4039548	60.82018	0.7387006	57.495	0.6737288	51.69637	0.9336158						
ILMN_1795524	C15orf44	98.77144	0	121.5666	0	133.433	0	100.9115	0	83.84754	0.002824859	91.67424	0.004237288	88.71078	0.001412429	94.90626	0.001412429						
ILMN_1700169	C15orf44	55.70063	0.7372881	61.7788	0.2033898	63.28193	0.4449153	58.335	0.5805085	54.12811	0.8545198	66.76971	0.3757062	56.33937	0.7344633	60.18913	0.4632768						
ILMN_1654696	C15orf48	52.02818	0.9166667	53.86123	0.6920904	51.76422	0.980226	64.37929	0.220339	77.34138	0.01271186	65.20627	0.4548023	70.15152	0.0720339	62.42318	0.329096						
ILMN_1805410	C15orf48	94.47155	0	86.45221	0	109.2145	0	99.67722	0.001412429	94.77155	0.001412429	114.4677	0	94.11806	0.001412429	112.2578	0						
ILMN_1691501	C15orf5	63.52167	0.2471751	65.72456	0.0720339	75.22131	0.03531073	63.87924	0.2584746	77.56606	0.01271186	86.85184	0.005649718	80.92697	0.005649718	76.33115	0.01553672						
ILMN_1685628	C15orf51	4043.423	0	3812.544	0	4572.683	0	3712.927	0	6916.53	0	7767.187	0	6481.351	0	6349.564	0						
ILMN_1730523	C16orf14	115.4621	0	113.336	0	143.6339	0	99.68599	0.001412429	85.79732	0.002824859	91.55087	0.004237288	71.73745	0.04519774	84.60348	0.002824859						
ILMN_1773780	C16orf24	637.4565	0	590.6558	0	720.8674	0	566.8605	0	337.4673	0	382.2413	0	335.6381	0	355.3968	0						
ILMN_1692826	C16orf28	112.6269	0	123.566	0	139.2951	0	123.6474	0	125.7729	0	144.308	0	115.3923	0	121.6541	0						
ILMN_1806189	C16orf3	68.00021	0.09180791	64.36945	0.09745762	61.82325	0.5423729	72.35413	0.02259887	69.42154	0.07485875	74.75286	0.08474576	65.46552	0.1793785	75.18667	0.01977401						
ILMN_1751559	C16orf30	129.2115	0	123.9341	0	154.5692	0	131.0761	0	354.7936	0	433.3553	0	318.5366	0	353.8676	0						
ILMN_1801118	C16orf33	1369.68	0	1349.076	0	1762.668	0	1359.613	0	437.5862	0	505.0108	0	428.5196	0	492.0815	0						
ILMN_1733581	C16orf35	144.6559	0	149.3404	0	177.4248	0	141.6988	0	139.3561	0	157.7792	0	133.4686	0	136.2313	0						
ILMN_1713884	C16orf42	191.0157	0	176.4646	0	230.5645	0	173.2875	0	171.4857	0	173.3905	0	153.1995	0	175.579	0						
ILMN_1703314	C16orf44	350.4528	0	337.375	0	429.7969	0	342.9503	0	333.3149	0	384.2295	0	336.6125	0	364.5981	0						
ILMN_1687821	C16orf45	81.9901	0.001412429	78.68829	0.002824859	85.68865	0.004237288	82.22208	0.002824859	114.9328	0	145.465	0	131.2861	0	126.7865	0						
ILMN_1667665	C16orf46	60.11753	0.420904	57.18657	0.4562147	68.98497	0.1581921	60.799	0.4152542	64.94689	0.1920904	64.66431	0.5	70.0038	0.07768361	62.34652	0.3305085						
ILMN_1784128	C16orf47	53.8803	0.8460452	58.91336	0.3516949	61.80614	0.5437853	56.35152	0.7372881	63.24156	0.2612994	68.44643	0.2923729	53.0551	0.90113	58.34589	0.5932204						
ILMN_1787324	C16orf48	562.5347	0	489.3561	0	709.1422	0	494.8913	0	651.2914	0	795.4857	0	666.723	0	707.0934	0						
ILMN_1815812	C16orf5	84.00525	0.001412429	85.09612	0	88.15867	0.004237288	84.72427	0.001412429	105.9848	0	118.2387	0	111.0731	0	106.9801	0						
ILMN_1717324	C16orf52	73.95655	0.02542373	75.04652	0.009887005	89.62428	0.004237288	72.18591	0.0240113	87.10871	0.002824859	102.4722	0.002824859	83.69768	0.001412429	102.2799	0						
ILMN_1727444	C16orf53	208.3437	0	187.4488	0	226.481	0	188.2812	0	154.6179	0	168.384	0	155.1918	0	152.6562	0						
ILMN_1681032	C16orf54	70.27723	0.0579096	70.50488	0.02118644	74.52898	0.04519774	65.5263	0.1793785	70.14794	0.05932203	81.2748	0.01836158	70.1506	0.0720339	67.49947	0.1299435						
ILMN_1759261	C16orf55	65.6337	0.1567797	60.57088	0.2570621	69.9459	0.1271186	60.49562	0.4293785	63.40417	0.2556497	57.97788	0.8545198	59.24725	0.5466102	57.95404	0.6186441						
ILMN_1765880	C16orf57	235.2495	0	215.8398	0	309.1121	0	217.2556	0	185.5783	0	221.2095	0	176.4979	0	196.7034	0						
ILMN_1685289	C16orf58	601.3442	0	576.2413	0	745.0039	0	601.4801	0	865.2648	0	1018.218	0	766.9917	0	890.5752	0						
ILMN_1656452	C16orf59	322.0757	0	322.7222	0	362.006	0	293.4261	0	58.62913	0.5776836	59.32066	0.8163842	61.69131	0.3785311	58.02229	0.6129944						
ILMN_1783333	C16orf61	1515.006	0	1504.762	0	2067.927	0	1606.484	0	826.8206	0	1003.556	0	713.4791	0	905.1437	0						
ILMN_1790650	C16orf63	517.4911	0	509.8371	0	860.892	0	502.1085	0	526.0953	0	572.9131	0	433.299	0	626.0002	0						
ILMN_1746829	C16orf65	52.26503	0.9081921	50.1987	0.8912429	57.47089	0.8036723	60.25233	0.4378531	52.2044	0.9152542	54.52201	0.9491525	52.43885	0.9152542	55.36458	0.7711864						
ILMN_1658290	C16orf68	320.9805	0	282.9402	0	411.5501	0	288.4338	0	217.2377	0	253.2238	0	214.3809	0	261.4951	0						
ILMN_1653134	C16orf69	285.653	0	276.902	0	412.6062	0	290.5504	0	233.2306	0	269.9565	0	230.7156	0	287.113	0						
ILMN_1693630	C16orf7	141.3428	0	140.7074	0	156.7421	0	152.8347	0	238.9576	0	252.0493	0	233.6678	0	264.3238	0						
ILMN_1722296	C16orf70	84.86451	0.001412429	82.93016	0	95.19048	0.001412429	80.67828	0.002824859	66.66162	0.1341808	76.35892	0.06214689	61.61678	0.3827684	74.33256	0.02824859						
ILMN_1683370	C16orf71	58.85342	0.5183616	57.68029	0.4251412	70.46431	0.1200565	60.29622	0.4350283	60.01022	0.4689265	62.53192	0.6355932	52.39547	0.9152542	55.44054	0.7669492						
ILMN_1773407	C16orf72	309.2465	0	312.1442	0	374.8351	0	279.6182	0	357.7543	0	429.1956	0	346.6916	0	419.0673	0						
ILMN_1754241	C16orf73	53.89024	0.8432204	55.03991	0.6073446	58.57742	0.75	55.05255	0.8036723	57.25937	0.6765537	67.89931	0.3163842	57.45658	0.6737288	64.39216	0.2471751						
ILMN_1806149	C16orf74	68.89991	0.08050848	60.35304	0.2627119	69.71342	0.1355932	68.54728	0.08192091	76.9893	0.01271186	80.18435	0.02259887	73.53925	0.02824859	82.19748	0.002824859						
ILMN_1790537	C16orf75	247.4938	0	279.8365	0	341.3589	0	265.7317	0	100.2186	0.001412429	103.4953	0.002824859	96.00372	0.001412429	94.11346	0.001412429						
ILMN_1713686	C16orf77	56.80637	0.6596045	58.42627	0.3785311	68.65076	0.170904	60.25806	0.4378531	91.51981	0.001412429	105.5306	0.002824859	88.72197	0.001412429	97.77252	0.001412429						
ILMN_1717481	C16orf78	62.83955	0.2782486	52.69349	0.7627119	65.40763	0.3418079	58.77222	0.549435	57.46132	0.6610169	65.39316	0.4449153	63.88704	0.2429378	57.15979	0.6737288						
ILMN_1759411	C16orf79	104.7238	0	113.1053	0	146.7443	0	119.5324	0	113.576	0	106.0177	0.002824859	109.8105	0	112.0504	0						
ILMN_1707100	C16orf80	446.0112	0	405.1998	0	522.7057	0	423.7714	0	604.1281	0	710.1688	0	587.8929	0	642.2429	0						
