PROBE_ID	SYMBOL	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval						
ILMN_1811702	GRN	560.1082	0	563.6077	0	693.567	0	536.3557	0	1789.995	0	2292.565	0	1717.814	0	1852.891	0						
ILMN_1724250	GRN	405.4323	0	415.2264	0	548.7326	0	380.0575	0	1112.074	0	1323.808	0	1095.867	0	1273.494	0						
ILMN_1777199	GRP	555.611	0	532.713	0	793.2235	0	562.5411	0	77.14283	0.01271186	79.71754	0.0240113	79.59125	0.008474576	82.34353	0.002824859						
ILMN_1670817	GRPEL1	346.0239	0	317.4958	0	490.5258	0	291.8225	0	292.3523	0	326.3295	0	258.775	0	329.9448	0						
ILMN_1721138	GRPEL2	410.7789	0	416.1567	0	660.4915	0	401.6284	0	255.5992	0	299.8908	0	247.7984	0	322.2506	0						
ILMN_1723374	GRPR	56.49628	0.6822034	51.62019	0.8262712	52.18268	0.9745763	48.08916	0.9858757	57.4676	0.6610169	59.26866	0.819209	55.4757	0.7881356	62.42387	0.329096						
ILMN_1707055	GRRP1	62.25777	0.2966102	56.78238	0.4717514	60.94107	0.5889831	52.07047	0.9138418	74.28516	0.02542373	88.41782	0.004237288	85.86957	0.001412429	74.19631	0.02824859						
ILMN_1806601	GRSF1	592.429	0	621.1437	0	838.785	0	584.5625	0	432.5076	0	481.5468	0	385.5287	0	485.1371	0						
ILMN_1745068	GRTP1	58.22033	0.5649717	65.1526	0.07909604	65.48221	0.3403955	58.5598	0.5649717	62.50106	0.3107345	80.70369	0.01977401	67.59451	0.1228814	66.03516	0.180791						
ILMN_1742166	GRWD1	597.0628	0	594.9424	0	763.725	0	537.905	0	205.9294	0	220.8962	0	194.0161	0	222.209	0						
ILMN_1655849	GSC	65.85902	0.1497175	70.68253	0.02118644	59.65911	0.6680791	62.36221	0.3333333	65.38643	0.1878531	76.19844	0.06214689	65.40691	0.180791	58.75651	0.5621469						
ILMN_1734951	GSCL	65.54196	0.1567797	50.17427	0.8912429	66.06388	0.3008475	54.54691	0.8220339	56.52319	0.7132769	62.57016	0.6341808	52.92912	0.9039548	59.55236	0.5014125						
ILMN_1776115	GSDM1	73.89163	0.02683616	63.06913	0.1412429	74.98235	0.03813559	61.27637	0.3884181	70.84537	0.05225989	68.07992	0.3107345	67.02973	0.1355932	63.32961	0.2951977						
ILMN_1665428	GSDMDC1	341.8951	0	315.7633	0	353.2027	0	325.6787	0	637.8223	0	745.6047	0	623.533	0	649.5921	0						
ILMN_1666206	GSDML	183.8551	0	205.262	0	235.3191	0	193.567	0	243.9648	0	299.1081	0	228.0641	0	276.3905	0						
ILMN_1651693	GSG1	66.67198	0.1172316	69.99705	0.02259887	73.94836	0.05367232	66.98058	0.1186441	69.09834	0.07485875	76.79848	0.05508475	67.55891	0.1228814	75.40759	0.01694915						
ILMN_1805063	GSG1	58.84784	0.5183616	61.11094	0.240113	79.16114	0.009887005	62.4159	0.3319209	67.61713	0.1115819	65.14423	0.4590395	63.17471	0.289548	61.38224	0.3728814						
ILMN_1671055	GSG1L	52.44577	0.9025424	48.46713	0.9420904	65.9283	0.3050847	59.56927	0.4887006	66.26052	0.1483051	65.38263	0.4449153	59.69007	0.5155367	62.91301	0.3149717						
ILMN_1709085	GSG2	107.0702	0	103.9633	0	118.3514	0	102.7778	0	72.581	0.03531073	82.68812	0.01129944	78.21813	0.01129944	70.7319	0.06779661						
ILMN_1691467	GSH1	63.64138	0.2429378	65.64336	0.07344633	63.57255	0.4251412	62.15876	0.3389831	63.27776	0.2612994	75.17348	0.07909604	57.93882	0.6454802	59.33531	0.5155367						
ILMN_1710727	GSH2	59.71729	0.450565	48.88716	0.930791	61.6963	0.5466102	64.73766	0.2062147	67.97696	0.1016949	71.77785	0.170904	61.07162	0.4152542	52.36899	0.9096045						
ILMN_1757569	GSK3A	62.49232	0.289548	62.18727	0.1822034	63.75975	0.4110169	56.78391	0.700565	51.22023	0.9364407	64.37914	0.519774	54.5939	0.8347458	56.10227	0.7259887						
ILMN_1779376	GSK3B	455.8589	0	424.5945	0	540.0835	0	400.9467	0	271.8839	0	324.9287	0	252.215	0	295.3865	0						
ILMN_1801043	GSN	140.0956	0	147.3318	0	173.0388	0	148.2611	0	474.4882	0	592.8362	0	506.5964	0	524.7441	0						
ILMN_1692478	GSN	68.05971	0.09039548	68.93002	0.03389831	70.45108	0.1200565	68.22278	0.08898305	87.92966	0.001412429	100.9641	0.002824859	84.45277	0.001412429	92.0791	0.001412429						
ILMN_1750130	GSPT1	2259.146	0	2146.031	0	2906.791	0	2162.319	0	1966.214	0	2231.539	0	1750.746	0	2208.414	0						
ILMN_1730101	GSPT2	170.5023	0	180.2903	0	235.0457	0	176.1142	0	301.107	0	332.7525	0	260.4199	0	334.5846	0						
ILMN_1775182	GSR	423.017	0	436.7458	0	577.3797	0	422.198	0	128.4795	0	153.0553	0	119.7951	0	154.884	0						
ILMN_1683462	GSS	586.3704	0	626.9474	0	747.9077	0	541.0768	0	163.8917	0	191.2069	0	162.5998	0	189.8239	0						
ILMN_1701831	GSTA1	56.02528	0.7161017	56.02362	0.5240113	49.79098	0.990113	52.77747	0.8884181	56.97686	0.6878531	64.19585	0.5367231	54.00393	0.8545198	55.40321	0.7683616						
ILMN_1655613	GSTA2	56.7849	0.6638418	56.37571	0.509887	49.40008	0.9929379	54.83495	0.8107345	53.7539	0.8742938	65.78371	0.4223164	52.85234	0.9053673	58.57671	0.5748588						
ILMN_1769083	GSTA3	65.86526	0.1497175	62.12526	0.1836158	64.95535	0.3559322	64.91327	0.2019774	58.88186	0.549435	70.43574	0.2033898	55.45294	0.7881356	62.62928	0.3262712						
ILMN_1771964	GSTA4	751.9801	0	809.6542	0	1150.404	0	743.9964	0	513.9647	0	588.4387	0	442.9376	0	564.2975	0						
ILMN_1788122	GSTA5	58.72937	0.5282486	51.14856	0.8545198	59.57796	0.670904	59.93661	0.460452	59.4502	0.5169492	70.95641	0.1878531	59.54005	0.5240113	62.31256	0.3305085						
ILMN_1722095	GSTCD	72.76828	0.03389831	70.87778	0.01977401	89.14244	0.004237288	80.54208	0.002824859	68.64113	0.08474576	71.46529	0.1793785	67.44617	0.1257062	65.59531	0.1920904						
ILMN_1704313	GSTCD	59.87976	0.4449153	53.95066	0.6906779	70.13535	0.1242938	63.00327	0.299435	65.01125	0.190678	70.63348	0.1920904	66.87515	0.1398305	59.62685	0.4985876						
ILMN_1691430	GSTCD	87.74231	0.001412429	86.32375	0	97.98986	0.001412429	80.59543	0.002824859	84.23721	0.002824859	80.71313	0.01977401	87.16097	0.001412429	79.20425	0.004237288						
ILMN_1725241	GSTK1	1019.827	0	1016.667	0	1294.018	0	880.6802	0	992.8646	0	1158.15	0	962.4538	0	1069.137	0						
ILMN_1762255	GSTM1	65.83932	0.1497175	54.50421	0.6483051	62.19394	0.5127119	62.37473	0.3319209	58.70367	0.5677966	67.36999	0.3446328	62.19358	0.3516949	57.11537	0.6779661						
ILMN_1668134	GSTM1	64.09805	0.2175141	66.50668	0.05367232	71.4353	0.0960452	72.07057	0.02966102	68.13287	0.09322034	90.76954	0.004237288	71.4322	0.04943503	78.26816	0.005649718						
ILMN_1713162	GSTM2	95.80738	0	99.37263	0	101.4191	0	87.50768	0.001412429	125.2828	0	134.152	0	114.8438	0	124.0453	0						
ILMN_1736184	GSTM3	100.607	0	101.4967	0	118.1791	0	95.7224	0.001412429	403.7557	0	440.6856	0	347.7269	0	418.5733	0						
ILMN_1651800	GSTM4	78.13027	0.01129944	72.49771	0.01412429	89.43098	0.004237288	88.82092	0.001412429	92.64291	0.001412429	117.7128	0	98.93378	0	114.4375	0						
ILMN_1753405	GSTM4	84.23402	0.001412429	96.75114	0	113.8332	0	91.13197	0.001412429	89.09029	0.001412429	113.1775	0	98.50497	0.001412429	108.9158	0						
ILMN_1750790	GSTM5	65.56141	0.1567797	64.8776	0.08615819	82.93009	0.004237288	66.50308	0.1355932	239.8957	0	269.7903	0	223.1854	0	254.4212	0						
ILMN_1808196	GSTO1	355.1384	0	356.7114	0	480.7021	0	349.0399	0	1160.389	0	1339.824	0	1029.912	0	1278.104	0						
ILMN_1740234	GSTO2	1066.928	0	1029.239	0	1184.007	0	1012.015	0	328.1988	0	354.1459	0	299.7642	0	345.1349	0						
ILMN_1679809	GSTP1	8966.271	0	8155.896	0	9764.98	0	8418.274	0	4329.923	0	5548.986	0	4600.195	0	4660.227	0						
ILMN_1730054	GSTT1	442.4079	0	384.5169	0	512.6255	0	388.14	0	916.9827	0	1115.584	0	916.4565	0	1122.665	0						
ILMN_1738473	GSTT2	60.19305	0.4180791	58.92871	0.3516949	56.8454	0.8418079	58.90107	0.5367231	57.96609	0.6172317	69.79411	0.2231638	59.46108	0.529661	68.25685	0.1144068						
ILMN_1684168	GSTZ1	94.42176	0	78.77107	0.002824859	111.7618	0	104.6512	0	71.85706	0.04237288	86.92197	0.005649718	73.84753	0.02683616	78.67306	0.004237288						
ILMN_1711642	GSTZ1	55.37172	0.7584746	55.44798	0.5819209	63.9776	0.4025424	59.00902	0.529661	60.69558	0.4251412	68.02136	0.3121469	60.83239	0.4322034	56.37903	0.7175141						
ILMN_1660971	GTDC1	53.30176	0.8700565	55.29596	0.5918079	57.13966	0.8248588	54.99802	0.8036723	59.50415	0.5127119	63.69163	0.569209	66.05901	0.1624294	62.72623	0.3220339						
ILMN_1762167	GTDC1	119.1082	0	105.9446	0	144.9325	0	111.4881	0	107.5443	0	133.935	0	94.11848	0.001412429	123.7131	0						
ILMN_1762741	GTDC1	64.12967	0.2175141	60.87284	0.2429378	70.81592	0.1073446	57.11863	0.6737288	68.2851	0.09039548	70.16971	0.2062147	55.54982	0.779661	63.82363	0.2627119						
ILMN_1725247	GTF2A1	78.38394	0.01129944	81.41673	0.001412429	89.02127	0.004237288	81.00793	0.002824859	74.95714	0.01977401	80.91317	0.01836158	74.34882	0.02542373	78.69377	0.004237288						
ILMN_1753462	GTF2A1	50.60722	0.9435028	56.48634	0.5028248	50.50306	0.9872881	59.27567	0.509887	48.49733	0.9830508	60.02829	0.779661	54.76445	0.8262712	58.19776	0.6031073						
ILMN_1732040	GTF2A1	53.05558	0.8841808	66.09076	0.06355932	62.09312	0.5225989	52.66796	0.8912429	61.91418	0.3601695	58.42869	0.8375706	57.17672	0.6878531	53.0436	0.8912429						
ILMN_1753719	GTF2A2	1104.298	0	1066.212	0	1454.567	0	1066.769	0	702.6143	0	823.2077	0	656.4157	0	806.3051	0						
ILMN_1737857	GTF2B	243.4255	0	265.9914	0	333.3385	0	242.7579	0	469.4666	0	555.6693	0	422.7711	0	490.9638	0						
ILMN_1655921	GTF2E1	222.781	0	229.1354	0	335.7952	0	233.2176	0	120.0959	0	135.7783	0	113.6366	0	141.699	0						
ILMN_1664931	GTF2E2	1895.755	0	1897.524	0	2382.741	0	1776.871	0	856.0424	0	954.2963	0	728.887	0	924.82	0						
ILMN_1748616	GTF2F1	456.7831	0	429.9293	0	530.6299	0	416.35	0	358.7922	0	434.5457	0	333.9972	0	377.1534	0						
ILMN_1745798	GTF2F2	1193.228	0	1189.302	0	1587.849	0	1112.476	0	440.5798	0	466.2121	0	388.8046	0	479.4218	0						
ILMN_1726693	GTF2H1	96.49464	0	85.59816	0	100.0591	0	97.5119	0.001412429	102.1852	0	114.1891	0	106.2738	0	105.1034	0						
ILMN_1691485	GTF2H2	60.68933	0.3855932	55.71421	0.5550848	79.63387	0.009887005	66.09343	0.1596045	66.99854	0.1257062	73.99818	0.09463277	62.17445	0.3545198	64.13725	0.2556497						
ILMN_1725666	GTF2H3	136.2014	0	107.1858	0	154.9844	0	129.1374	0	76.76558	0.01412429	87.52308	0.005649718	79.76992	0.008474576	94.14014	0.001412429						
ILMN_1712307	GTF2H4	416.4181	0	430.769	0	549.9648	0	425.2245	0	198.8576	0	241.1901	0	197.801	0	240.1419	0						
ILMN_1739497	GTF2H5	761.3891	0	803.3675	0	1083.732	0	772.4266	0	524.9148	0	564.6154	0	472.2116	0	491.6753	0						
ILMN_1664876	GTF2I	62.1393	0.3050847	58.77192	0.3559322	74.97083	0.03813559	58.28772	0.5847458	55.42472	0.7881356	59.89265	0.7810735	58.78035	0.579096	57.83775	0.6242938						
ILMN_1669717	GTF2IRD1	79.46595	0.008474576	81.15031	0.002824859	77.23092	0.02824859	86.9268	0.001412429	75.62205	0.01553672	88.13797	0.004237288	80.72179	0.007062147	77.47697	0.008474576						
ILMN_1712628	GTF2IRD1	265.1667	0	249.2033	0	353.5426	0	242.2352	0	111.3295	0	116.4426	0	96.64793	0.001412429	130.4294	0						
ILMN_1680501	GTF2IRD2	187.8356	0	162.3582	0	207.8293	0	187.7947	0	145.9783	0	157.5132	0	145.9674	0	134.6215	0						
ILMN_1760011	GTF2IRD2	116.5952	0	108.3257	0	128.0451	0	112.9033	0	102.0311	0	112.3557	0	88.73235	0.001412429	95.48048	0.001412429						
ILMN_1727347	GTF3A	2145.234	0	2223.715	0	2925.84	0	2075.483	0	1041.78	0	1250.615	0	977.4464	0	1184.078	0						
ILMN_1789839	GTF3C1	435.3025	0	403.4824	0	505.4812	0	367.2261	0	233.0226	0	272.929	0	245.045	0	275.4643	0						
ILMN_1746457	GTF3C2	1231.352	0	1256.775	0	1763.865	0	1245.424	0	507.3731	0	635.4184	0	467.1041	0	598.7311	0						
ILMN_1789508	GTF3C3	371.377	0	396.076	0	551.7144	0	366.948	0	168.8827	0	196.0059	0	157.2002	0	189.7669	0						
ILMN_1733964	GTF3C4	73.61223	0.02824859	57.67867	0.4251412	72.13654	0.08333334	66.42715	0.1454802	64.13194	0.2217514	65.64639	0.4279661	52.42732	0.9152542	56.20992	0.7217514						
ILMN_1723895	GTF3C5	466.673	0	459.1717	0	578.7071	0	437.3595	0	277.7938	0	301.6652	0	250.6461	0	300.0628	0						
ILMN_1811378	GTPBP1	58.91537	0.5127119	59.89389	0.289548	73.10703	0.06497175	64.68862	0.2076271	73.49088	0.02966102	78.87887	0.03389831	68.49384	0.1045198	63.36427	0.2937853						
ILMN_1696118	GTPBP10	59.1882	0.4929379	52.55754	0.7740113	68.86113	0.1638418	62.29016	0.3347458	65.78182	0.1638418	69.39829	0.2344633	67.65329	0.1228814	59.22881	0.5240113						
ILMN_1694475	GTPBP2	102.6517	0	97.96259	0	121.2388	0	100.4025	0	78.58611	0.01129944	94.51611	0.004237288	88.32732	0.001412429	88.14129	0.001412429						
ILMN_1748894	GTPBP3	736.0817	0	732.5433	0	956.4296	0	662.9364	0	307.3498	0	343.0222	0	282.4755	0	393.3574	0						
ILMN_1777156	GTPBP3	157.7916	0	131.3385	0	157.2228	0	140.2453	0	87.33512	0.002824859	99.86113	0.002824859	88.04446	0.001412429	86.68831	0.002824859						
ILMN_1686587	GTPBP3	68.68267	0.08192091	65.48387	0.07627118	68.98247	0.1581921	67.60046	0.1002825	71.64465	0.04378531	71.28967	0.1822034	69.45753	0.08333334	67.42203	0.1313559						
ILMN_1742577	GTPBP4	1436.317	0	1529.715	0	2370.737	0	1411.224	0	521.8868	0	602.6473	0	451.1854	0	559.8065	0						
ILMN_1769014	GTPBP5	66.03123	0.1355932	73.11961	0.01271186	79.72708	0.009887005	67.31268	0.1073446	62.71414	0.2966102	72.79001	0.1285311	71.2561	0.05225989	72.28288	0.0480226						
ILMN_1776080	GTPBP6	1849.397	0	1751.28	0	2077.969	0	1674.406	0	1221.06	0	1555.519	0	1216.628	0	1519.394	0						
ILMN_1660698	GTPBP8	172.1837	0	180.0509	0	233.5316	0	175.4603	0	98.11372	0.001412429	115.7792	0	93.23318	0.001412429	107.3851	0						
ILMN_1709075	GTPBP9	53.92722	0.8418079	52.14296	0.799435	64.71655	0.3728814	68.5018	0.08333334	56.20582	0.7316384	61.34375	0.710452	60.96547	0.4251412	59.71695	0.4915254						
ILMN_1659820	GTPBP9	69.70491	0.06779661	69.18044	0.03248588	65.03635	0.3531073	69.27077	0.06214689	62.81007	0.2923729	72.86044	0.1257062	66.93845	0.1355932	62.70021	0.3234463						
ILMN_1771039	GTSE1	208.9649	0	184.4344	0	224.6227	0	165.9686	0	108.3314	0	118.6837	0	107.6286	0	120.7909	0						
ILMN_1662086	GUCA1A	73.97892	0.02542373	71.36502	0.01694915	84.76746	0.004237288	63.72844	0.2627119	65.96864	0.1553672	71.57934	0.1765537	66.76525	0.1440678	70.15486	0.07344633						
ILMN_1689264	GUCA1B	51.92596	0.9223164	59.71594	0.2951977	66.36233	0.2867232	64.33924	0.2231638	71.20562	0.04661017	75.35907	0.07627118	58.60726	0.5960452	73.72896	0.03389831						
ILMN_1787360	GUCA1C	69.43836	0.06920904	63.96356	0.1087571	75.0389	0.03813559	72.09583	0.02824859	67.24737	0.1228814	73.21857	0.1101695	61.05502	0.4166667	61.89629	0.3389831						
ILMN_1763749	GUCA2A	65.03097	0.1793785	59.30441	0.3107345	82.29415	0.004237288	67.2111	0.1087571	69.40034	0.07485875	75.22021	0.07909604	58.02936	0.6412429	62.05753	0.3375706						
ILMN_1735578	GUCA2B	63.807	0.2288136	56.52652	0.4971751	57.69044	0.7951977	61.95557	0.3573446	60.34879	0.4491525	64.76776	0.490113	55.01862	0.8149717	69.35	0.08474576						
ILMN_1720496	GUCY1A2	66.68181	0.1172316	62.83914	0.1497175	76.56158	0.02824859	67.98288	0.09180791	86.77358	0.002824859	100.2384	0.002824859	90.13785	0.001412429	87.23615	0.001412429						
ILMN_1808590	GUCY1A3	116.5534	0	126.0898	0	164.2301	0	125.424	0	430.3351	0	541.5441	0	414.7412	0	550.6748	0						
ILMN_1652166	GUCY1B2	77.53031	0.01129944	73.56537	0.01271186	90.54436	0.002824859	81.47827	0.002824859	118.5031	0	135.6448	0	127.1262	0	133.6382	0						
ILMN_1782567	GUCY1B3	66.51123	0.1214689	61.29924	0.2316384	75.35335	0.03389831	61.97998	0.3545198	87.42837	0.002824859	91.79491	0.004237288	76.21976	0.01553672	79.81999	0.002824859						
ILMN_1677210	GUCY2C	63.31844	0.259887	55.0523	0.6045198	57.49302	0.8036723	60.63783	0.420904	64.54846	0.2076271	62.01309	0.6723164	60.4901	0.4576271	67.61877	0.1285311						
ILMN_1725410	GUCY2D	63.42977	0.2514124	62.0732	0.1892655	72.45129	0.07768361	64.18381	0.230226	110.812	0	100.9996	0.002824859	102.6028	0	96.63714	0.001412429						
ILMN_1723686	GUCY2F	66.07333	0.1341808	49.09127	0.9223164	59.69747	0.6624294	57.78852	0.6186441	57.4356	0.6610169	59.89762	0.7810735	46.67012	0.9915254	59.87309	0.4872881						
ILMN_1696330	GUF1	165.5635	0	172.5431	0	218.5179	0	180.1447	0	87.91925	0.001412429	90.34145	0.004237288	84.54285	0.001412429	84.89175	0.002824859						
ILMN_1758398	GUK1	1212.906	0	1236.034	0	1543.325	0	1214.359	0	1288.171	0	1565.655	0	1139.895	0	1469.472	0						
ILMN_1802690	GULP1	65.58265	0.1567797	64.87165	0.08615819	85.12379	0.004237288	66.27401	0.1539548	67.93397	0.1045198	84.46001	0.01129944	62.2822	0.3488701	64.11071	0.2556497						
ILMN_1669878	GUSB	950.6227	0	909.701	0	1282.038	0	921.4803	0	997.396	0	1071.049	0	879.6655	0	1106.861	0						
ILMN_1806034	GUSBL1	209.3317	0	234.5548	0	300.3538	0	232.6165	0	131.3769	0	148.8756	0	139.4365	0	140.0483	0						
ILMN_1673660	GUSBL2	116.9195	0	113.5721	0	137.4261	0	118.7002	0	104.5563	0	118.1662	0	120.936	0	133.2221	0						
ILMN_1815225	GYG2	55.8144	0.730226	62.04084	0.190678	75.09927	0.03672316	65.94382	0.1624294	63.48951	0.25	68.07614	0.3107345	66.1965	0.161017	58.86601	0.5550848						
ILMN_1697916	GYLTL1B	191.0003	0	186.6345	0	218.404	0	190.0862	0	80.57999	0.007062147	73.42466	0.1087571	73.29745	0.02966102	70.26965	0.07062147						
ILMN_1799708	GYPA	60.65611	0.3884181	56.48198	0.5028248	65.78402	0.3206215	66.06596	0.1596045	60.62411	0.4279661	78.56958	0.03531073	66.42164	0.1553672	61.15602	0.3926554						
ILMN_1683093	GYPB	53.79408	0.8559322	53.9701	0.6906779	53.36044	0.960452	54.74605	0.8135593	58.39136	0.5918079	57.79986	0.8629944	58.06414	0.6398305	61.44971	0.3672316						
ILMN_1682332	GYPC	187.4378	0	194.5499	0	210.2536	0	162.6587	0	719.9497	0	776.873	0	596.7336	0	762.2481	0						
ILMN_1815908	GYPE	70.19548	0.06073446	64.6944	0.08898305	66.55092	0.2711864	77.73002	0.004237288	104.8179	0	135.0151	0	110.3034	0	119.9452	0						
ILMN_1695187	GYPE	63.70341	0.2387006	55.51044	0.5762712	61.26765	0.5734463	53.78898	0.8545198	67.372	0.1186441	79.14137	0.03107345	70.73122	0.06214689	69.81598	0.07627118						
ILMN_1812163	GYPE	60.99442	0.3700565	53.63107	0.7019774	59.55282	0.6737288	61.87446	0.3601695	65.63612	0.1737288	73.77962	0.09887005	67.08118	0.1355932	80.10689	0.002824859						
ILMN_1711289	GYS1	142.5999	0	137.9885	0	179.5347	0	124	0	118.6645	0	135.3375	0	128.8966	0	132.5202	0						
ILMN_1807745	GYS2	62.48958	0.289548	60.89708	0.2429378	76.35938	0.02966102	68.65211	0.08050848	60.9685	0.4039548	71.75275	0.170904	60.41928	0.4632768	60.73448	0.4138418						
ILMN_1763328	GZF1	93.09711	0	83.98608	0	101.9372	0	86.66435	0.001412429	107.483	0	116.1435	0	95.03089	0.001412429	112.34	0						
ILMN_1779324	GZMA	78.00891	0.01129944	96.11427	0	101.633	0	90.38524	0.001412429	523.0067	0	572.2455	0	452.1082	0	539.0701	0						
ILMN_1653280	GZMB	113.6147	0	117.0808	0	127.2273	0	104.3881	0	170.8455	0	210.4798	0	162.3636	0	181.8426	0						
ILMN_1731233	GZMH	70.08108	0.06355932	69.31876	0.02824859	70.27828	0.1242938	68.99834	0.06920904	353.7151	0	406.2901	0	353.93	0	369.3481	0						
ILMN_1710734	GZMK	76.78848	0.01271186	73.94025	0.01129944	82.20971	0.004237288	75.61429	0.008474576	416.5815	0	429.0606	0	324.5758	0	422.2435	0						
ILMN_1690561	GZMM	59.85721	0.4449153	54.34392	0.6610169	63.74393	0.4124294	61.35667	0.3855932	65.49834	0.1793785	77.5994	0.04519774	75.30041	0.02118644	68.43008	0.1073446						
ILMN_1727745	H1F0	66.55429	0.1200565	74.56347	0.009887005	76.71271	0.02824859	70.65511	0.04519774	71.61812	0.04378531	97.40175	0.002824859	83.75075	0.001412429	67.93517	0.1214689						
ILMN_1756125	H1FNT	56.09683	0.7161017	63.10776	0.1398305	76.67589	0.02824859	62.35471	0.3333333	63.60466	0.2387006	67.42455	0.3403955	63.05688	0.2951977	59.8995	0.4844633						
ILMN_1749108	H1FOO	59.99973	0.430791	57.23022	0.4548023	61.33088	0.5677966	58.00953	0.59887	59.63798	0.4943503	57.0202	0.8983051	58.2075	0.6271186	56.66728	0.7019774						
ILMN_1773964	H1FX	498.5165	0	483.3344	0	545.7813	0	449.281	0	361.354	0	424.9215	0	340.3693	0	368.9713	0						
ILMN_1784556	H2AFB1	70.12506	0.06214689	60.71338	0.2556497	66.43282	0.2782486	59.26411	0.5127119	64.19958	0.220339	64.03297	0.549435	64.04703	0.2387006	66.02393	0.180791						
ILMN_1742123	H2AFB1	61.33763	0.3474576	57.49931	0.4336158	65.97796	0.3022599	61.694	0.3672316	59.85761	0.4774011	66.75753	0.3757062	56.60661	0.720339	55.99424	0.7330508						
ILMN_1692715	H2AFB3	65.26488	0.170904	56.06142	0.5211864	64.41161	0.3870057	65.1989	0.1920904	64.24274	0.2161017	68.77781	0.2711864	56.30872	0.7344633	58.30692	0.5946327						
ILMN_1721140	H2AFJ	146.4118	0	153.7643	0	169.0479	0	133.7509	0	101.0539	0	107.6704	0.001412429	103.7757	0	99.77112	0						
ILMN_1708728	H2AFJ	1058.246	0	956.1216	0	1204.507	0	994.8624	0	559.7527	0	647.4755	0	522.2303	0	569.5768	0						
ILMN_1706784	H2AFV	77.28828	0.01129944	80.20483	0.002824859	84.53672	0.004237288	75.32107	0.009887005	84.00982	0.002824859	103.8697	0.002824859	75.1033	0.02259887	96.58781	0.001412429						
ILMN_1746171	H2AFY	969.4258	0	966.7608	0	1413.093	0	887.5853	0	471.7656	0	565.6724	0	430.3357	0	495.1023	0						
ILMN_1793838	H2AFY	66.14509	0.1285311	56.85114	0.4661017	70.6346	0.1144068	64.95507	0.2019774	67.01614	0.1257062	71.84974	0.1666667	64.70093	0.2076271	63.0826	0.309322						
ILMN_1674034	H2AFY	134.2206	0	128.5225	0	149.0126	0	120.0744	0	257.9102	0	309.2814	0	251.2862	0	291.9361	0						
ILMN_1705570	H2AFY2	156.5949	0	134.8993	0	172.5701	0	134.5266	0	274.2705	0	336.0816	0	280.7597	0	330.2437	0						
ILMN_1707858	H2AFZ	4591.436	0	4965.489	0	6779.584	0	4894.853	0	2386.956	0	2739.075	0	1979.457	0	2679.94	0						
ILMN_1660283	H2BFWT	54.47361	0.8121469	55.22309	0.5974576	53.67981	0.9519774	57.25454	0.6596045	58.41955	0.5875706	58.72482	0.8276836	53.14707	0.8954802	59.84743	0.4872881						
ILMN_1695706	H3F3B	452.6129	0	469.5264	0	643.2824	0	439.86	0	2641.711	0	2965.413	0	2338.728	0	2840.019	0						
ILMN_1721136	H6PD	107.5028	0	108.6076	0	115.897	0	93.53548	0.001412429	184.4668	0	234.8373	0	172.8523	0	205.9003	0						
ILMN_1715125	HAAO	64.49183	0.2033898	58.35581	0.3855932	79.80521	0.009887005	64.71622	0.2076271	68.61652	0.08474576	65.11038	0.4646893	65.1768	0.1892655	58.12383	0.6045198						
ILMN_1737041	HABP2	56.32369	0.7019774	56.32557	0.5112994	63.93554	0.4053672	57.17773	0.6652542	59.64754	0.4943503	74.18221	0.09180791	55.58159	0.7768362	54.35241	0.829096						
ILMN_1792384	HABP4	137.6003	0	126.9175	0	166.3664	0	141.7117	0	115.0674	0	127.5978	0	108.4721	0	115.0642	0						
ILMN_1740217	HACE1	131.7894	0	124.865	0	143.6421	0	129.224	0	145.5428	0	144.754	0	132.5902	0	128.4843	0						
ILMN_1723414	HACL1	869.4161	0	872.746	0	1190.339	0	812.442	0	606.552	0	707.1683	0	503.1407	0	640.671	0						
ILMN_1719906	HADH	961.5042	0	881.0485	0	1219.766	0	896.1691	0	817.301	0	877.3016	0	688.6407	0	936.3367	0						
ILMN_1712751	HADHA	297.5727	0	271.0504	0	311.6292	0	289.3637	0	273.2184	0	338.2097	0	273.8708	0	285.6853	0						
ILMN_1772731	HAGH	1040.306	0	955.2018	0	1122.25	0	961.6383	0	1221.319	0	1400.953	0	1162.716	0	1372.591	0						
ILMN_1793201	HAGHL	78.02979	0.01129944	73.57706	0.01271186	93.23309	0.001412429	75.78001	0.007062147	64.65045	0.2019774	83.18845	0.01129944	71.84198	0.04519774	87.95624	0.001412429						
ILMN_1776643	HAGHL	71.02671	0.0480226	69.03175	0.03248588	90.72422	0.002824859	64.73045	0.2062147	70.63345	0.05367232	69.03637	0.2514124	62.31057	0.3488701	75.32522	0.01694915						
